$$,Id_pregunta,Pregunta,Puntaje,reg_status,created_by,created_date,last_update_by,last_update_date,id_pregunta_tipo,id_habilidad,Id_sub_habilidad,id_insignia,&&
$$,432,2. Elige la opción que explique por qué el texto se llama El amor no discrimina.,1,activo,developer,2022-09-25,developer,2022-09-25,1,11,62,1,&&
$$,433,3. ¿Cuál es una consecuencia de la legalización del matrimonio igualitario en la Ciudad de México?,1,activo,developer,2022-09-26,developer,2022-09-26,1,9,47,1,&&
$$,434,4. Selecciona la opción que explique por qué comenzó a valorarse negativamente la homosexualidad.,1,activo,developer,2022-09-27,developer,2022-09-27,1,9,47,1,&&
$$,435,5. Elige la opción que mencione por qué se considera que la Ciudad de México es pionera en la legislación y defensa de los derechos de las personas homosexuales.,1,activo,developer,2022-09-28,developer,2022-09-28,1,9,47,1,&&
$$,436,6. ¿Por qué es importante para las personas homosexuales tener derecho al matrimonio? ,1,activo,developer,2022-09-29,developer,2022-09-29,1,9,48,1,&&
$$,437,7. En la sesión 24[00] leíste sobre el significado de las siglas LGBTI+ y algunos conceptos para comprenderlas. Elige cuál concepto de los que aprendiste se manifiesta en el matrimonio igualitario.,1,activo,developer,2022-09-30,developer,2022-09-30,1,26,29,1,&&
$$,439,9. Elige la opción que indique qué es lo que no han logrado entender las personas que siguen discriminando a la comunidad LGBTI+[00] según el texto.,1,activo,developer,2022-10-01,developer,2022-10-01,1,2,18,1,&&
$$,440,Ya en otro momento decíamos[00] recordando las palabras de Aristóteles[00] que la finalidad del ser humano es la felicidad. De acuerdo con este planteamiento[00] todo lo que hacemos en nuestro día a día[00] lo hacemos buscando ser felices. Y no sólo nosotros[00] sino todos los que nos rodean. Todos estamos buscando lo mismo[00] pero lo más importante es que lo merecemos. Todos merecemos ser felices aunque no pensemos o sintamos de la misma manera. Todos merecemos ser amados y respetados. El verdadero amor entiende y acepta esta necesidad que todos compartimos.\n\n10. A continuación[00] imagina por un momento que una persona a la que quieres mucho se acerca contigo para contarte que ha sido objeto de discriminación. Al final[00] escribe qué le dirías y cómo podrías brindarle tu ayuda.,1,activo,developer,2022-10-02,developer,2022-10-02,1,8,40,1,&&
$$,441,1. El texto trata sobre:,1,activo,developer,2022-10-03,developer,2022-10-03,1,9,52,1,&&
$$,445,5. ¿Qué significa la expresión “las palabras tienen alas y vuelan[00] son como el viento”?,1,activo,developer,2022-10-04,developer,2022-10-04,1,9,52,1,&&
$$,446,6. Después del sueño de la mujer sabia[00] ¿en dónde guardaron nuestros antepasados sus historias y conocimientos?,1,activo,developer,2022-10-05,developer,2022-10-05,1,11,64,1,&&
$$,447,7. ¿Qué significa la frase “Los libros son la memoria del universo”?,1,activo,developer,2022-10-06,developer,2022-10-06,1,9,52,1,&&
$$,448,8. Ordena las frases para formar un párrafo que describa[00] de manera coherente[00] por qué son importantes los libros.\n\na. transportándonos a otras épocas y lugares.\nb. nos sirven para aprender sobre muchos temas\nc. Los libros\nd. nos hacen perder el tiempo\ne. estimulan nuestra creatividad e imaginación,1,activo,developer,2022-10-07,developer,2022-10-07,1,6,25,1,&&
$$,452,2. ¿Qué es una galaxia? ,1,activo,developer,2022-10-08,developer,2022-10-08,1,11,64,1,&&
$$,453,3. ¿Qué es la Vía Láctea?,1,activo,developer,2022-10-09,developer,2022-10-09,1,26,31,1,&&
$$,455,5. ¿Qué opinas de la explicación de los filtros?,1,activo,developer,2022-10-10,developer,2022-10-10,1,7,37,1,&&
$$,456,6. Laura validó la fuente del texto con sus conocimientos previos. Ayúdale a ordenar las frases para que el párrafo sea coherente.\n\na. por ejemplo[00] yo sólo hablo dos lenguas y conozco a una amiga que habla cinco.\nb. Si es difícil para los habitantes de la Tierra decodificar tantas lenguas[00]\nc. también será difícil que en otros planetas entiendan nuestros mensajes[00] sobre todo[00] si ellos tienen lenguas diferentes de las nuestras.\nd. Pero existen muchas más lenguas que no todos hablamos o comprendemos.\ne. El lenguaje puede ser un problema para comunicarnos con seres de otros planetas;,1,activo,developer,2022-10-11,developer,2022-10-11,1,7,37,1,&&
$$,457,7. ¿Contamos con la tecnología suficiente para explorar planetas más allá del Sistema solar?,1,activo,developer,2022-10-12,developer,2022-10-12,1,7,37,1,&&
$$,458,8. ¿Qué tipo de texto es?,1,activo,developer,2022-10-13,developer,2022-10-13,1,26,29,1,&&
$$,459,9. Lee el texto que se presenta a continuación. Luego[00] elige la respuesta a la pregunta que se hace al final.\n\nEn una entrevista para un blog en internet que escribe un aficionado de la vida extraterrestre[00] Rubén comentó que mirando al cielo observó una forma convexa que de un momento a otro tomó forma de platillo volador. Agregó que la velocidad de ese objeto y sus movimientos eran diferentes de los objetos voladores de la Tierra. Incluso aseguró haber visto aparecer y desaparecer rápidamente el objeto en diferentes puntos del cielo. Por este motivo[00] Rubén concluye que hay vida inteligente en otro planeta y que pronto estaremos en contacto con ella.\n\n¿Por qué el párrafo anterior se consideraría información no confiable? Selecciona la opción correcta.,1,activo,developer,2022-10-14,developer,2022-10-14,1,4,19,1,&&
$$,460,Como sabes[00] nuestro planeta ha pasado por cinco filtros; por ejemplo[00] meteoritos[00] actividad volcánica fuerte y epidemias[00] pero la humanidad ha resistido a todos ellos. En estos momentos[00] tenemos que cuidar nuestro planeta porque está en riesgo por el cambio climático. Aunque sabemos que[00] además de esos peligros[00] nuestras comunidades tienen otros tipos de problemas inmediatos[00] como la pobreza y la falta de salud o de educación.\n\n10. Ahora[00] imagina que puedes tener contacto con alguna vida inteligente fuera del planeta Tierra que ha pasado por muchos más filtros y ha sobrevivido. ¿Qué problemáticas de tu comunidad le compartirías para que nos diera consejos acerca de cómo se pueden resolver esas dificultades? ¿Qué estrategias que ha empleado la humanidad para sobrevivir a los filtros que nos hemos enfrentado le compartirías?,1,activo,developer,2022-10-15,developer,2022-10-15,1,54,55,1,&&
$$,461,1. ¿Cuál es la estructura de este documento?,1,activo,developer,2022-10-16,developer,2022-10-16,1,43,44,1,&&
$$,462,2. ¿Para qué crees que sea útil la lista del documento?,1,activo,developer,2022-10-17,developer,2022-10-17,1,43,44,1,&&
$$,463,3. ¿En qué tipo de documento se requiere seguir pasos?,1,activo,developer,2022-10-18,developer,2022-10-18,1,43,44,1,&&
$$,464,4. Elige la opción que exponga qué es un prospecto médico[00] según lo que interpretas de la lectura.,1,activo,developer,2022-10-19,developer,2022-10-19,1,9,49,1,&&
$$,465,5. ¿Qué producto es el que se describe en el instructivo?,1,activo,developer,2022-10-20,developer,2022-10-20,1,11,64,1,&&
$$,467,7. Para prevenir una intoxicación con el medicamento[00] ¿qué sección se deberá consultar?,1,activo,developer,2022-10-21,developer,2022-10-21,1,9,48,1,&&
$$,468,8. Según el texto[00] ¿cuál es la función del prospecto médico?,1,activo,developer,2022-10-22,developer,2022-10-22,1,9,52,1,&&
$$,470,Conocer nuestro cuerpo es importante[00] pues a lo largo de nuestra vida habrá momentos en que se sienta diferente[00] más cansado[00] tal vez débil[00] enfermo o con síntomas que no reconozcamos como normales o saludables. En esos momentos[00] es importante ir al médico para que nos ayude a entender qué está pasando y qué podamos corregir[00] e incluso prevenir situaciones más graves. A veces las recomendaciones del médico no son siempre fáciles de seguir. En otras ocasiones[00] no nos gustan los medicamentos o inyecciones. ¿Te ha pasado alguna vez que no quieres tomar tus medicinas o te da miedo que te inyecten? ¿Qué has hecho para superar esta situación?\n\n10. A continuación[00] realiza una lista de por lo menos cuatro pasos que hayas puesto en práctica o que pienses que podrías hacer para lograr seguir las recomendaciones del médico[00] aunque no sean de tu agrado.,1,activo,developer,2022-10-23,developer,2022-10-23,1,1,15,1,&&
$$,472,2. Elige la opción que explique qué estudia la química.,1,activo,developer,2022-10-24,developer,2022-10-24,1,26,31,1,&&
$$,474,4. En la lectura[00] se menciona un elemento imaginario llamado piedra filosofal[00] capaz de convertir metales como el cobre en oro. Además[00] se creía que podía otorgar inmortalidad a su portador. ¿En qué tipo de historia cinematográfica se ha empleado esta referencia?,1,activo,developer,2022-10-25,developer,2022-10-25,1,26,29,1,&&
$$,476,6. Elige la imagen en la que se muestra un utensilio de porcelana.,1,activo,developer,2022-10-26,developer,2022-10-26,1,26,31,1,&&
$$,478,8. Los alquimistas no pudieron crear la piedra filosofal[00] pero ¿qué es lo que sí se puede realizar con la química?,1,activo,developer,2022-10-27,developer,2022-10-27,1,7,38,1,&&
$$,481,1. Elige la opción que explique por qué ocuerren los sismos.,1,activo,developer,2022-10-28,developer,2022-10-28,1,9,49,1,&&
$$,482,2. De acuerdo con lo que leíste en el texto[00] elige la zona geográfica en la que hay muchos sismos.,1,activo,developer,2022-10-29,developer,2022-10-29,1,9,49,1,&&
$$,483,3. Elige el valor que se caracteriza por la colaboración entre seres humanos y que permite superar adversidades.,1,activo,developer,2022-10-30,developer,2022-10-30,1,9,49,1,&&
$$,487,7. Selecciona qué es lo que se ha creado como sociedad a partir de las experiencias vividas en los devastadores sismos de América Latina.,1,activo,developer,2022-10-31,developer,2022-10-31,1,7,33,1,&&
$$,488,8. ¿Por qué es importante la solidaridad?,1,activo,developer,2022-11-01,developer,2022-11-01,1,7,36,1,&&
$$,491,1. ¿Cuál es una definición de arte?,1,activo,developer,2022-11-02,developer,2022-11-02,1,9,49,1,&&
$$,495,5. Lee la descripción de una pintura y[00] a partir de sus características[00] elige a qué artista latinoamericana podría pertenecer.\n\nEscenario en donde dos niñas[00] pertenecientes a la vida de campo[00] disfrutan de una sandía que podría provenir de una parcela. Se observa que es parte de un día normal en su vida. Los colores son tenues y la técnica es al óleo.,1,activo,developer,2022-11-03,developer,2022-11-03,1,26,30,1,&&
$$,496,6. Existe un tipo de arte en el que también incursionaron las mujeres. Completa la oración con la profesión artística que creas que ella desempeña.\n\nGraciela Iturbide[00] __________ mexicana nacida el 16 de mayo de 1942[00] acreedora de varios premios nacionales e internacionales.,1,activo,developer,2022-11-04,developer,2022-11-04,1,26,30,1,&&
$$,497,7. Existen muchas mujeres latinoamericanas que incursionaron en el arte. Identifica a Frida Kahlo.,1,activo,developer,2022-11-05,developer,2022-11-05,1,26,30,1,&&
$$,498,8. ¿Por qué es importante el texto?,1,activo,developer,2022-11-06,developer,2022-11-06,1,7,36,1,&&
$$,500,Una manera para tratar de resolver el problema de la falta de reconocimiento del trabajo que realizan las mujeres en general es su difusión. En muchas ocasiones[00] dejamos de valorar su quehacer porque ni siquiera lo conocemos.\n\n10. Investiga un poco más sobre las obras de las artistas de las que habla la lectura y escoge la que más te guste. Enseguida[00] piensa en una pequeña estrategia de difusión que podrías utilizar para promocionarla entre tus familiares[00] amigos o en tu comunidad; ¿qué les dirías para interesarlos en el trabajo de esta artista en particular? Escríbelo.\n,1,activo,developer,2022-11-07,developer,2022-11-07,1,54,57,1,&&
$$,502,2. Elige la respuesta que mencione cuál es el papel de los metales en la tecnología.,1,activo,developer,2022-11-08,developer,2022-11-08,1,11,62,1,&&
$$,504,4. Dos propiedades fundamentales de los metales para el funcionamiento de los dispositivos electrónicos son __________.,1,activo,developer,2022-11-09,developer,2022-11-09,1,9,48,1,&&
$$,505,5. ¿Qué ventaja tiene el paladio que lo hace ideal para su uso en computadoras y teléfonos?,1,activo,developer,2022-11-10,developer,2022-11-10,1,9,48,1,&&
$$,506,6. ¿Por qué es complicado obtener tántalo?,1,activo,developer,2022-11-11,developer,2022-11-11,1,9,48,1,&&
$$,507,7. ¿Por qué el texto señala que es importante saber más acerca del uso de los metales en la tecnología?,1,activo,developer,2022-11-12,developer,2022-11-12,1,7,36,1,&&
$$,508,8. ¿De qué otra manera a las que ya leíste puedes contribuir a corto plazo para disminuir la explotación y la contaminación relacionadas con los metales?,1,activo,developer,2022-11-13,developer,2022-11-13,1,26,30,1,&&
$$,511,1. Elige cuándo se planteó por primera vez el problema del número mínimo de colores para hacer un mapa.,1,activo,developer,2022-11-14,developer,2022-11-14,1,11,63,1,&&
$$,512,2. Selecciona la conclusión a la que llega el texto.,1,activo,developer,2022-11-15,developer,2022-11-15,1,11,62,1,&&
$$,514,4. Este texto es útil para…,1,activo,developer,2022-11-16,developer,2022-11-16,1,7,36,1,&&
$$,515,5. Elige el mapa en el que está bien demostrada la regla de los cuatro colores.,1,activo,developer,2022-11-17,developer,2022-11-17,1,26,30,1,&&
$$,516,6. Al realizar una búsqueda en internet del concepto “regla de los 4 colores”[00] aparece esta información:\n\nCualquier mapa que tenga países o regiones continuos se puede colorear completamente usando sólo cuatro colores[00] siguiendo la regla de que dos países que comparten fronteras no pueden quedar del mismo color. \n\nEsto es cierto siempre y cuando los países sean contiguos[00] es decir[00] no tengan territorios repartidos en otra parte. Por ejemplo[00] Najicheván pertenece a Azerbaiyán[00] pero no son territorios contiguos: en medio hay otros países. Tendrían que estar iluminados del mismo color[00] pero de uno diferente de todos los que rodean a ambos territorios. Esto puede requerir un quinto color en el mapa.\n\n¿Qué información nueva aporta esta búsqueda a lo que ya aprendiste en la lectura principal?,1,activo,developer,2022-11-18,developer,2022-11-18,1,26,30,1,&&
$$,517,7. ¿Qué información es posible verificar en otras fuentes de consulta?,1,activo,developer,2022-11-19,developer,2022-11-19,1,26,30,1,&&
$$,518,8. ¿Qué otro título es adecuado para este texto?,1,activo,developer,2022-11-20,developer,2022-11-20,1,6,24,1,&&
$$,521,1. Lee el extracto del poema que se presenta a continuación. Luego[00] elige la opción que mencione el tiempo y modo correctos en que están los verbos subrayados.\n\nPor el mar se llega al cielo: \nsi nadaras siempre en línea recta \nhasta el horizonte[00] \nen algún momento estarías en el cielo,1,activo,developer,2022-11-21,developer,2022-11-21,1,10,59,1,&&
$$,522,2. Elige la opción que expresa el sentimiento que genera el poema.,1,activo,developer,2022-11-22,developer,2022-11-22,1,11,62,1,&&
$$,523,3. ¿Qué es una postal?,1,activo,developer,2022-11-23,developer,2022-11-23,1,9,49,1,&&
$$,526,6. Analiza las cuatro estrofas del poema y elige la que expresa que el mar siempre hace lo mismo[00] aunque también pareciera que siempre lo hace por primera vez.,1,activo,developer,2022-11-24,developer,2022-11-24,1,9,50,1,&&
$$,531,1. ¿Qué información se obtiene al leer únicamente los subtítulos de la lectura?,1,activo,developer,2022-11-25,developer,2022-11-25,1,11,64,1,&&
$$,532,2. ¿Por qué el grafeno resulta tan amigable con el medio ambiente?,1,activo,developer,2022-11-26,developer,2022-11-26,1,9,47,1,&&
$$,533,3. ¿Cuál es la relación entre grafeno y carbono?,1,activo,developer,2022-11-27,developer,2022-11-27,1,9,47,1,&&
$$,535,5. El grafeno es un ejemplo de…,1,activo,developer,2022-11-28,developer,2022-11-28,1,9,47,1,&&
$$,536,6. ¿Qué dato es importante saber para comprender que el carbono es abundante?,1,activo,developer,2022-11-29,developer,2022-11-29,1,9,49,1,&&
$$,537,7. ¿En qué sección de la lectura se caracteriza al grafeno como una alternativa para solucionar los problemas de sobreexplotación de recursos?,1,activo,developer,2022-11-30,developer,2022-11-30,1,7,33,1,&&
$$,538,8. Con base en lo que aprendiste en la sesión 47[00] ¿qué otro problema ayudaría a resolver el grafeno?,1,activo,developer,2022-12-01,developer,2022-12-01,1,26,29,1,&&
$$,541,1. ¿Por qué los técnicos reajustan la programación de Rebe-K?,1,activo,developer,2022-12-02,developer,2022-12-02,1,9,48,1,&&
$$,542,2. ¿Qué le da a entender C-Sar a Rebe-K cuando le dice: “Vas a necesitar un técnico que repare tu traje”?,1,activo,developer,2022-12-03,developer,2022-12-03,1,9,52,1,&&
$$,543,3. ¿Cuál de estos resúmenes refiere correctamente todos los detalles del cuento?,1,activo,developer,2022-12-04,developer,2022-12-04,1,9,48,1,&&
$$,546,6. Elige un nuevo título que coincida con el contenido del texto.,1,activo,developer,2022-12-05,developer,2022-12-05,1,6,24,1,&&
$$,547,7. ¿Cuál de estos eventos ocurre en último lugar?,1,activo,developer,2022-12-06,developer,2022-12-06,1,11,62,1,&&
$$,549,9. ¿Pudiste mantener tu atención sobre la temática principal a lo largo del texto? ¿Cuál dirías que es el argumento ético detrás del cuento?,1,activo,developer,2022-12-07,developer,2022-12-07,1,4,20,1,&&
$$,551,1. Cuando ves un formulario[00] una encuesta[00] un examen o cualquier documento de este tipo[00] ¿cómo identificas la forma en la que tienes que interactuar con él?,1,activo,developer,2022-12-08,developer,2022-12-08,1,43,44,1,&&
$$,552,2. ¿Cuál es la forma correcta de llenar el formulario según las instrucciones?,1,activo,developer,2022-12-09,developer,2022-12-09,1,11,64,1,&&
$$,553,3. En el texto[00] hay un apartado que dice “En caso de emergencia notificar a:”. ¿Qué debe escribirse allí?,1,activo,developer,2022-12-10,developer,2022-12-10,1,9,49,1,&&
$$,554,4. ¿Cuál es la información más importante que se solicita en un formulario?,1,activo,developer,2022-12-11,developer,2022-12-11,1,7,35,1,&&
$$,555,5. ¿Cuál es la fecha que debe ponerse al final de un formulario?,1,activo,developer,2022-12-12,developer,2022-12-12,1,7,35,1,&&
$$,556,6. ¿Qué información del documento aparece resaltada en negritas[00] dentro de la tabla?,1,activo,developer,2022-12-13,developer,2022-12-13,1,7,35,1,&&
$$,557,7. ¿Cuál es el objetivo principal de este formulario?,1,activo,developer,2022-12-14,developer,2022-12-14,1,7,36,1,&&
$$,561,1. En este extracto[00] ¿a quién se refiere el pronombre destacado?\n\n[Entra párrafo en tipografía distintas o con sangrado adicional]\n\nÉl veía las escuelas como lugares de reconstrucción del orden social.\n\n[Cierra párrafo en tipografía distinta o con sangrado adicional],1,activo,developer,2022-12-15,developer,2022-12-15,1,10,61,1,&&
$$,562,2. ¿Qué idea defiende este texto?,1,activo,developer,2022-12-16,developer,2022-12-16,1,11,62,1,&&
$$,563,3. ¿El título de esta lectura es adecuado para su contenido?,1,activo,developer,2022-12-17,developer,2022-12-17,1,7,36,1,&&
$$,564,4. ¿Quién considera que la socialización es una clave para el aprendizaje?,1,activo,developer,2022-12-18,developer,2022-12-18,1,9,48,1,&&
$$,567,7. ¿Qué subtítulo le correspondería al contenido del último párrafo del texto?,1,activo,developer,2022-12-19,developer,2022-12-19,1,7,35,1,&&
$$,568,8. ¿Cuál de las siguientes Opciónes expone una opinión acerca de la información principal que viene en la lectura?,1,activo,developer,2022-12-20,developer,2022-12-20,1,6,25,1,&&
$$,571,1. Elige la opción que exprese lo que se menciona en la introducción del texto.,1,activo,developer,2022-12-21,developer,2022-12-21,1,7,35,1,&&
$$,572, 2. En el texto se menciona que los seres humanos apoyan en el cuidado de la biodiversidad[00] pero con sus acciones se contradicen. Selecciona el ejemplo que da el autor para representarlo.,1,activo,developer,2022-12-22,developer,2022-12-22,1,7,36,1,&&
$$,573,3. Elije ejemplos de combustibles fósiles.,1,activo,developer,2022-12-23,developer,2022-12-23,1,26,31,1,&&
$$,574,4. En la lectura se menciona que existen 17 países megadiversos ¿En qué parte de la estructura del texto se localiza está información?,1,activo,developer,2022-12-24,developer,2022-12-24,1,7,35,1,&&
$$,575,5.Elige el continente más privilegiado por tener el mayor número de biodiversidad?,1,activo,developer,2022-12-25,developer,2022-12-25,1,26,31,1,&&
$$,577,7. Elige quiénes son los principales devastadores de la biodiversidad.,1,activo,developer,2022-12-26,developer,2022-12-26,1,11,63,1,&&
$$,578,8. En el texto se mencionan algunas propuestas para contribuir a disminuir el daño ambiental y conservar la diversidad. ¿Cuál de las siguientes propuestas podría ser otra opción creativa para colaborar?,1,activo,developer,2022-12-27,developer,2022-12-27,1,6,24,1,&&
$$,581,1. El primer párrafo del texto aborda tres temas relacionados con el internet y las redes sociales: comunicación[00] información y difusión. ¿Cuál de ellos es el que[00] mencionándose primero[00] se dice que está a un clic de distancia?,1,activo,developer,2022-12-28,developer,2022-12-28,1,9,48,1,&&
$$,582,2. Elige la definición de patrón matemático[00] de acuerdo con tus conocimientos previos.,1,activo,developer,2022-12-29,developer,2022-12-29,1,26,29,1,&&
$$,583,3. Observa las frutas.\n\n[CL_G6_B3_Form3_01]\nEn esta actividad[00] jugarás a ser una red social que interpreta patrones. Para ello[00] deberás predecir cuáles son las dos frutas que siguen en la secuencia anterior.,1,activo,developer,2022-12-30,developer,2022-12-30,1,9,49,1,&&
$$,584,4. ¿Qué pasa cuando aceptas los “términos y condiciones” de una red social?,1,activo,developer,2022-12-31,developer,2022-12-31,1,9,48,1,&&
$$,585,5. Lee la oración que se presenta a continuación. Luego elige la opción que la complete correctamente.\n\nLas redes sociales pueden forzarnos a escuchar música[00] ver películas o comprar algo que no necesitamos. Por otro lado[00] _____________.,1,activo,developer,2023-01-01,developer,2023-01-01,1,9,51,1,&&
$$,587,7. Elige la opción que te permite cuidar tu información personal en las redes sociales.,1,activo,developer,2023-01-02,developer,2023-01-02,1,6,25,1,&&
$$,588,8. ¿Cuál es el mensaje que deja el autor con el texto?,1,activo,developer,2023-01-03,developer,2023-01-03,1,7,36,1,&&
$$,591,1. Elige la opción que describa qué tipo de texto es la lectura.,1,activo,developer,2023-01-04,developer,2023-01-04,1,7,36,1,&&
$$,592,2. Elige el texto que describa lo que significa ser premiado[00] de acuerdo con lo que expone el texto que leíste.,1,activo,developer,2023-01-05,developer,2023-01-05,1,9,49,1,&&
$$,593,3. Elige la descripción correcta de lo que es el premio Nobel.,1,activo,developer,2023-01-06,developer,2023-01-06,1,7,37,1,&&
$$,594,4. Los premios Nobel tienen diferentes categorías ¿Quién de los siguientes personajes recibió un premio nobel de Física en 1903?,1,activo,developer,2023-01-07,developer,2023-01-07,1,26,31,1,&&
$$,595,5. ¿Qué es lo que más se critica de los premios Óscar en el texto que leíste?,1,activo,developer,2023-01-08,developer,2023-01-08,1,9,48,1,&&
$$,596,6. ¿Es posible que el autor crea que los jurados no deberían existir y que[00] en premios como los Óscar[00] debería ser el público el que juzgara?,1,activo,developer,2023-01-09,developer,2023-01-09,1,9,52,1,&&
$$,597,7. ¿Qué es la libertad de elección?,1,activo,developer,2023-01-10,developer,2023-01-10,1,26,31,1,&&
$$,598,8. ¿Conoces los Choice Awards? En estos premios[00] muchas veces dirigidos a niños  y jóvenes[00] no hay un jurado especialista[00] sino que el público elige con sus votos a los ganadores. ¿Por qué es una buena opción para otorgar premios?,1,activo,developer,2023-01-11,developer,2023-01-11,1,6,25,1,&&
$$,600,10. ¿Cuál es el objetivo que persigue el texto?,1,activo,developer,2023-01-12,developer,2023-01-12,1,7,36,1,&&
$$,601,1. Elige la opción que explique qué es una narración.,1,activo,developer,2023-01-13,developer,2023-01-13,1,9,49,1,&&
$$,602,2. Lee el texto que se presenta a continuación. Complétalo eligiendo la opción que contenga el verbo en pretérito perfecto compuesto.\n\nDesde hace muchos siglos[00] las narraciones exponen la forma de pensar de los pueblos[00] sus creencias y la manera como ven el mundo. Por ello[00] __________ fundamentales para la humanidad.,1,activo,developer,2023-01-14,developer,2023-01-14,1,10,59,1,&&
$$,606,6. Elige la respuesta que contenga todos los elementos de la narración.,1,activo,developer,2023-01-15,developer,2023-01-15,1,9,49,1,&&
$$,608,8. Además de las grabaciones que los investigadores de la UNESCO recaban[00] ¿qué otra idea creativa podría ayudar a conservar las narraciones orales?,1,activo,developer,2023-01-16,developer,2023-01-16,1,6,24,1,&&
$$,611,1. ¿Qué tipo de texto literario es éste y por qué?,1,activo,developer,2023-01-17,developer,2023-01-17,1,7,35,1,&&
$$,612,2. De acuerdo con el tema y con el tono de este texto[00] ¿cuál es su género y por qué?,1,activo,developer,2023-01-18,developer,2023-01-18,1,7,36,1,&&
$$,613,3. El evento en torno al cual gira la obra y que le da título llega hasta el Acto 2. ¿Cuál es?,1,activo,developer,2023-01-19,developer,2023-01-19,1,7,35,1,&&
$$,614,4. ¿En dónde trabaja la mamá de Pedro?,1,activo,developer,2023-01-20,developer,2023-01-20,1,11,64,1,&&
$$,615,5. ¿Cuáles son los vínculos entre el Acto 1 y el Acto 2?,1,activo,developer,2023-01-21,developer,2023-01-21,1,7,35,1,&&
$$,616,6. Si quisieras montar esta obra de teatro en tu escuela[00] pero te piden que sea más corta[00] tendrías que hacer una adaptación. ¿Cuál de las siguientes propuestas de adaptación es más conveniente[00] teniendo en cuenta los siguientes argumentos?,1,activo,developer,2023-01-22,developer,2023-01-22,1,6,24,1,&&
$$,617,7. ¿Qué es el reciclaje?,1,activo,developer,2023-01-23,developer,2023-01-23,1,26,31,1,&&
$$,618,8. ¿Cómo podrías ayudar a disminuir la contaminación ambiental?,1,activo,developer,2023-01-24,developer,2023-01-24,1,6,25,1,&&
$$,619,9. De acuerdo con el texto ¿cuáles son las razones que motivan la lucha de la mamá de Pedro para conservar el medio ambiente?,1,activo,developer,2023-01-25,developer,2023-01-25,1,2,16,1,&&
$$,622,2. ¿Qué es la diversidad?,1,activo,developer,2023-01-26,developer,2023-01-26,1,9,49,1,&&
$$,623,3. Lee la descripción que se presenta a continuación y elige el personaje al que se refiere.\n\nCientífico matemático inglés conocido como el padre de la informática[00] visionario de la inteligencia artificial[00] el cual salvó muchas vidas en la Segunda Guerra Mundial con su compleja maquina Enigma.,1,activo,developer,2023-01-27,developer,2023-01-27,1,9,48,1,&&
$$,624,4. ¿Cuál de los siguientes personajes desarrolló importantes teorías científicas sobre el Universo[00] aun cuando lo consideraban diferente?,1,activo,developer,2023-01-28,developer,2023-01-28,1,9,49,1,&&
$$,625,5. En esta época[00] ¿crees que ser diferente sea motivo para que alguien te impida lograr tus sueños?,1,activo,developer,2023-01-29,developer,2023-01-29,1,6,25,1,&&
$$,626,6. Lee los cuatro párrafos y elige aquel en el que se presenta discriminación.,1,activo,developer,2023-01-30,developer,2023-01-30,1,9,49,1,&&
$$,628,8. ¿Por qué crees que es importante respetar la diversidad?,1,activo,developer,2023-01-31,developer,2023-01-31,1,6,25,1,&&
$$,629,9. De acuerdo con el texto[00] ¿cuál fue la principal aportación de Alan Turing durante la Segunda Guerra Mundial?,1,activo,developer,2023-02-01,developer,2023-02-01,1,4,19,1,&&
